"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Adding every seeded product updates the cart badge to match the full count","2025","Verify that adding every seeded product updates the cart badge to six","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","addingAllProductsUpdatesBadgeToSix"
"The order overview's subtotal, tax and total are all present and numerically consistent","1816","Verify that the order overview's subtotal, tax and total are numerically consistent","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutOverviewTotalsAreConsistent"
"A standard user can log in and lands on the products page","1131","Verify that a standard user can log in and land on the products page","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","standardUserCanLogIn"
"Back Home from the order confirmation page returns to the full inventory","1920","Verify that Back Home from the order confirmation page returns to the full inventory","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","backHomeFromConfirmationReturnsToProducts"
"Checkout can be completed even when the cart is empty","2127","Verify that checkout can be completed even when the cart is empty","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","canCheckoutWithEmptyCart"
"Checkout step one rejects submission when the last name is missing","1716","Verify that checkout step one rejects submission when the last name is missingg","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresLastName"
"Removing an item from the cart page decreases the item count","1528","Verify that removing an item from the cart page decreases the item count","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","canRemoveItemFromCart"
"Reset App State (hamburger menu) clears any items previously added to the cart","13003","Verify that Reset App State clears any items previously added to the cart","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","resetAppStateClearsCart"
"Invalid credentials are rejected with the exact Swag Labs error message","1089","invalidLoginIsRejected(String, String, String) Verify that login is rejected for no_such_user","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","invalidLoginIsRejected"
"Cancel on checkout step one returns to the cart, keeping its items","1453","Verify that Cancel on checkout step one returns to the cart, keeping its items","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","cancelOnStepOneReturnsToCart"
"Adding a product to the cart from the inventory list updates the cart badge","1216","Verify that adding a product to the cart from the inventory list updates the cart badge","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","addingProductUpdatesCartBadge"
"Opening a product from the inventory list shows its details page","1226","Verify that opening a product from the inventory list shows its details page","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","canOpenProductDetails"
"Checkout step one rejects submission when the postal code is missing","1715","Verify that checkout step one rejects submission when the postal code is missing","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresPostalCode"
"Cancel on the checkout overview (step two) returns to the full inventory","1848","Verify that Cancel on the checkout overview returns to the full inventory","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","cancelOnStepTwoReturnsToProducts"
