"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A full checkout with valid buyer info completes and shows the confirmation page","1455","canCompleteCheckoutWithValidInfo()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","canCompleteCheckoutWithValidInfo"
"Checkout step one rejects submission when the postal code is missing","1439","checkoutRequiresPostalCode()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresPostalCode"
"Cancel on checkout step one returns to the cart, keeping its items","1208","cancelOnStepOneReturnsToCart()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","cancelOnStepOneReturnsToCart"
"The cart badge disappears entirely (not just showing zero) once the cart is emptied","1442","cartBadgeDisappearsWhenCartBecomesEmpty()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","cartBadgeDisappearsWhenCartBecomesEmpty"
"Cancel on the checkout overview (step two) returns to the full inventory","1457","cancelOnStepTwoReturnsToProducts()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","cancelOnStepTwoReturnsToProducts"
"Checkout step one rejects submission when the first name is missing","2758","checkoutRequiresFirstName()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresFirstName"
"Navigating directly to the inventory page without logging in is rejected","788","cannotAccessInventoryPageDirectlyWithoutLogin()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","cannotAccessInventoryPageDirectlyWithoutLogin"
"Back Home from the order confirmation page returns to the full inventory","1509","backHomeFromConfirmationReturnsToProducts()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","backHomeFromConfirmationReturnsToProducts"
"Invalid credentials are rejected with the exact Swag Labs error message","906","invalidLoginIsRejected(String, String, String) standard_user/ -> ""Epic sadface: Password is required""","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","invalidLoginIsRejected"
"Adding a product from its details page also updates the cart badge","1073","addingProductFromDetailsPageUpdatesCartBadge()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","addingProductFromDetailsPageUpdatesCartBadge"
"Continue Shopping returns from the cart to the full inventory page","1105","continueShoppingReturnsToProducts()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","continueShoppingReturnsToProducts"
"Invalid credentials are rejected with the exact Swag Labs error message","941","invalidLoginIsRejected(String, String, String) locked_out_user/secret_sauce -> ""Epic sadface: Sorry, this user has been locked out.""","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","invalidLoginIsRejected"
"Reset App State (hamburger menu) clears any items previously added to the cart","10767","resetAppStateClearsCart()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","resetAppStateClearsCart"
"A user can log out and log back in with the same credentials","1382","canLogOutAndLogBackIn()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","canLogOutAndLogBackIn"
